品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明
Bourns,AC1618SQ-8N1,ACXX18SQ,1.47 ~ 2.97 x 2.13 x 1.83 mm,,,,,,RF choke,Inductance range: 8.1 - 33 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 A,功率电感,SMT,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm | 8.1 - 33 nH | 4.4 A,Active,1.47,2.97,2.13,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC1618SQ-12N,ACXX18SQ,1.47 ~ 2.97 x 2.13 x 1.83 mm,,12,NH,,,RF choke,Inductance range: 8.1 - 33 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 A,功率电感,SMT,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm | 8.1 - 33 nH | 4.4 A,Active,1.47,2.97,2.13,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC1618SQ-14N,ACXX18SQ,1.47 ~ 2.97 x 2.13 x 1.83 mm,,14,NH,,,RF choke,Inductance range: 8.1 - 33 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 A,功率电感,SMT,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm | 8.1 - 33 nH | 4.4 A,Active,1.47,2.97,2.13,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC2218SQ-16N,ACXX18SQ,1.47 ~ 2.97 x 2.13 x 1.83 mm,,16,NH,,,RF choke,Inductance range: 8.1 - 33 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 A,功率电感,SMT,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm | 8.1 - 33 nH | 4.4 A,Active,1.47,2.97,2.13,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC2218SQ-21N,ACXX18SQ,1.47 ~ 2.97 x 2.13 x 1.83 mm,,21,NH,,,RF choke,Inductance range: 8.1 - 33 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 A,功率电感,SMT,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm | 8.1 - 33 nH | 4.4 A,Active,1.47,2.97,2.13,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC2218SQ-23N,ACXX18SQ,1.47 ~ 2.97 x 2.13 x 1.83 mm,,23,NH,,,RF choke,Inductance range: 8.1 - 33 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 A,功率电感,SMT,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm | 8.1 - 33 nH | 4.4 A,Active,1.47,2.97,2.13,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3018SQ-25N,ACXX18SQ,1.47 ~ 2.97 x 2.13 x 1.83 mm,,25,NH,,,RF choke,Inductance range: 8.1 - 33 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 A,功率电感,SMT,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm | 8.1 - 33 nH | 4.4 A,Active,1.47,2.97,2.13,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3018SQ-27N,ACXX18SQ,1.47 ~ 2.97 x 2.13 x 1.83 mm,,27,NH,,,RF choke,Inductance range: 8.1 - 33 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 A,功率电感,SMT,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm | 8.1 - 33 nH | 4.4 A,Active,1.47,2.97,2.13,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,AC3018SQ-33N,ACXX18SQ,1.47 ~ 2.97 x 2.13 x 1.83 mm,,33,NH,,,RF choke,Inductance range: 8.1 - 33 nH,https://www.bourns.com/products/magnetic-products/rf-chokes,Current range: 4.4 A,功率电感,SMT,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm,1.47 ~ 2.97 x 2.13 x 1.83 mm | 8.1 - 33 nH | 4.4 A,Active,1.47,2.97,2.13,https://www.bourns.com/products/magnetic-products/rf-chokes,Bourns official RF choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,071923,071923,,,22,MH,,,Common Mode Choke,Inductance: 22 mH | MDS: 071923,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Current: 0.28,共模电感,THT,,,22 mH | 0.28,Active,,,,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,0.28A,,,,,,,,,
Bourns,093267,093267,,,27,MH,,,Common Mode Choke,Inductance: 27 mH | MDS: 093267,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Current: 0.5,共模电感,THT,,,27 mH | 0.5,Active,,,,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,0.5A,,,,,,,,,
Bourns,047700,47700,40 x 38 x 22 mm,,,,,,Common Mode Choke,Inductance: 1.5 ± 30 % | MDS: 047700,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Impedance: TBD | Current: 14 A,共模电感,THT,40 x 38 x 22 mm,40 x 38 x 22 mm,40 x 38 x 22 mm | 1.5 ± 30 % | TBD | 14 A,Active,40,38,22,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,14A,,,,,,,,,
Bourns,047701,47701,40 x 38 x 22 mm,,,,,,Common Mode Choke,Inductance: 1.8 ± 30 % | MDS: 047701,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Impedance: TBD | Current: 13 A,共模电感,THT,40 x 38 x 22 mm,40 x 38 x 22 mm,40 x 38 x 22 mm | 1.8 ± 30 % | TBD | 13 A,Active,40,38,22,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,13A,,,,,,,,,
Bourns,047702,47702,40 x 38 x 22 mm,,,,,,Common Mode Choke,Inductance: 2.2 ± 30 % | MDS: 047702,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Impedance: TBD | Current: 12 A,共模电感,THT,40 x 38 x 22 mm,40 x 38 x 22 mm,40 x 38 x 22 mm | 2.2 ± 30 % | TBD | 12 A,Active,40,38,22,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,12A,,,,,,,,,
Bourns,047703,47703,40 x 38 x 22 mm,,,,,,Common Mode Choke,Inductance: 2.7 ± 30 % | MDS: 047703,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Impedance: TBD | Current: 11 A,共模电感,THT,40 x 38 x 22 mm,40 x 38 x 22 mm,40 x 38 x 22 mm | 2.7 ± 30 % | TBD | 11 A,Active,40,38,22,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,11A,,,,,,,,,
Bourns,047704,47704,40 x 38 x 22 mm,,,,,,Common Mode Choke,Inductance: 3.3 ± 30 % | MDS: 047704,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Impedance: TBD | Current: 10 A,共模电感,THT,40 x 38 x 22 mm,40 x 38 x 22 mm,40 x 38 x 22 mm | 3.3 ± 30 % | TBD | 10 A,Active,40,38,22,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,10A,,,,,,,,,
Bourns,7100,7100,15.2 - 30.5 OD x 11.4 - 20.3 Thk,,,,,,Common Mode Choke,Inductance range: 0.6 - 50 mH,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Current range: 1 - 10 A,共模电感,THT,15.2 - 30.5 OD x 11.4 - 20.3 Thk,15.2 - 30.5 OD x 11.4 - 20.3 Thk,15.2 - 30.5 OD x 11.4 - 20.3 Thk | 0.6 - 50 mH | 1 - 10 A,Active,15.2,30.5,11.4,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,7355-H-RC,7300,17 L x 11 - 15.5 W x 12 - 17 Ht,,,,,,Common Mode Choke,Inductance range: 0.5 - 22 mH | MDS: 7355-H-RC,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Current range: 0.27 - 1.5 A,共模电感,THT,17 L x 11 - 15.5 W x 12 - 17 Ht,17 L x 11 - 15.5 W x 12 - 17 Ht,17 L x 11 - 15.5 W x 12 - 17 Ht | 0.5 - 22 mH | 0.27 - 1.5 A,Active,17,11,15.5,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,74xx-RC,7400,19 L x 17 W x 21 Ht,,,,,,Common Mode Choke,Inductance range: 0.6 - 45 mH | MDS: 74xx-RC,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Current range: 0.4 - 2.8 A,共模电感,THT,19 L x 17 W x 21 Ht,19 L x 17 W x 21 Ht,19 L x 17 W x 21 Ht | 0.6 - 45 mH | 0.4 - 2.8 A,Active,19,17,21,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,8103,8100,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,,,,,,Common Mode Choke,Inductance range: 1 - 50 mH | MDS: 8103 8105 8107 8115,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Current range: 1.7 - 20 A,共模电感,THT,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht | 1 - 50 mH | 1.7 - 20 A,Active,19.3,43.2,10.8,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,8105,8100,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,,,,,,Common Mode Choke,Inductance range: 1 - 50 mH | MDS: 8103 8105 8107 8115,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Current range: 1.7 - 20 A,共模电感,THT,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht | 1 - 50 mH | 1.7 - 20 A,Active,19.3,43.2,10.8,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,8107,8100,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,,,,,,Common Mode Choke,Inductance range: 1 - 50 mH | MDS: 8103 8105 8107 8115,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Current range: 1.7 - 20 A,共模电感,THT,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht | 1 - 50 mH | 1.7 - 20 A,Active,19.3,43.2,10.8,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,8115,8100,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,,,,,,Common Mode Choke,Inductance range: 1 - 50 mH | MDS: 8103 8105 8107 8115,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Current range: 1.7 - 20 A,共模电感,THT,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht,19.3 - 43.2 L x 10.8 - 22.9 W x 15.2 - 30.5 Ht | 1 - 50 mH | 1.7 - 20 A,Active,19.3,43.2,10.8,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,CM13093CT-102,CM1309,,,1.0,MH,+50/-35%,,Common Mode Choke | EMC Choke,Inductance: 1.0 +50 %/-35 % | MDS: CM13093CT-102 | Leakage inductance typ: 3.8uH | SRF typ: 1.65MHz,https://www.bourns.com/products/magnetic-products/common-mode-chokes | https://www.bourns.com/products/magnetic-products/EMC-Chokes | https://bourns.com/docs/product-datasheets/cm1309.pdf?sfvrsn=aaae22f6_3,"Impedance: 10 Ω – 5,000 Ω | Current: 2.8 A | Storage temperature: -25 °C to +85 °C | Materials: Phenolic base, enameled wire, ferrite core, epoxy glue",共模电感,THT,CM1309,13 x 16 x 9.2 mm,"13 x 16 x 9.2 mm | 1.0 +50 %/-35 % | 10 Ω – 5,000 Ω | 2.8 A | 13 x 16 x 9.2 mm | CM13093CT-102 | L=1.0mH | Tol=+50/-35% | Ir=2.8A | Leakage=3.8uH typ. | DCR=22mΩ max. | SRF=1.65MHz typ. | 13 x 16 x 9.2 mm | -40℃~+125℃",Active,13,16,9.2,https://www.bourns.com/products/magnetic-products/common-mode-chokes | https://www.bourns.com/products/magnetic-products/EMC-Chokes | https://bourns.com/docs/product-datasheets/cm1309.pdf?sfvrsn=aaae22f6_3,Bourns official common-mode choke page | Bourns official EMC choke page | Bourns CM1309 datasheet PDF,官方网页抽取,2026-04-12,official web table,,,,,,,-40℃~+125℃,,,,,,,,2.8A,22mΩ,,,,,,,,Bourns CM1309 共模电感系列
Bourns,CM13090CT-242,CM1309,,,2.4,MH,+50/-35%,,Common Mode Choke | EMC Choke,Inductance: 2.4 +50 %/-35 % | MDS: CM13090CT-242 | Leakage inductance typ: 8.5uH | SRF typ: 1.05MHz,https://www.bourns.com/products/magnetic-products/common-mode-chokes | https://www.bourns.com/products/magnetic-products/EMC-Chokes | https://bourns.com/docs/product-datasheets/cm1309.pdf?sfvrsn=aaae22f6_3,"Impedance: 25 Ω – 9,000 Ω | Current: 2.0 A | Storage temperature: -25 °C to +85 °C | Materials: Phenolic base, enameled wire, ferrite core, epoxy glue",共模电感,THT,CM1309,13 x 16 x 9.2 mm,"13 x 16 x 9.2 mm | 2.4 +50 %/-35 % | 25 Ω – 9,000 Ω | 2.0 A | 13 x 16 x 9.2 mm | CM13090CT-242 | L=2.4mH | Tol=+50/-35% | Ir=2.0A | Leakage=8.5uH typ. | DCR=50mΩ max. | SRF=1.05MHz typ. | 13 x 16 x 9.2 mm | -40℃~+125℃",Active,13,16,9.2,https://www.bourns.com/products/magnetic-products/common-mode-chokes | https://www.bourns.com/products/magnetic-products/EMC-Chokes | https://bourns.com/docs/product-datasheets/cm1309.pdf?sfvrsn=aaae22f6_3,Bourns official common-mode choke page | Bourns official EMC choke page | Bourns CM1309 datasheet PDF,官方网页抽取,2026-04-12,official web table,,,,,,,-40℃~+125℃,,,,,,,,2.0A,50mΩ,,,,,,,,Bourns CM1309 共模电感系列
Bourns,CM13092CT-412,CM1309,,,4.1,MH,+50/-35%,,Common Mode Choke | EMC Choke,Inductance: 4.1 +50 %/-35 % | MDS: CM13092CT-412 | Leakage inductance typ: 14uH | SRF typ: 0.66MHz,https://www.bourns.com/products/magnetic-products/common-mode-chokes | https://www.bourns.com/products/magnetic-products/EMC-Chokes | https://bourns.com/docs/product-datasheets/cm1309.pdf?sfvrsn=aaae22f6_3,"Impedance: 50 Ω – 20,000 Ω | Current: 1.2 A | Storage temperature: -25 °C to +85 °C | Materials: Phenolic base, enameled wire, ferrite core, epoxy glue",共模电感,THT,CM1309,13 x 16 x 9.2 mm,"13 x 16 x 9.2 mm | 4.1 +50 %/-35 % | 50 Ω – 20,000 Ω | 1.2 A | 13 x 16 x 9.2 mm | CM13092CT-412 | L=4.1mH | Tol=+50/-35% | Ir=1.2A | Leakage=14uH typ. | DCR=85mΩ max. | SRF=0.66MHz typ. | 13 x 16 x 9.2 mm | -40℃~+125℃",Active,13,16,9.2,https://www.bourns.com/products/magnetic-products/common-mode-chokes | https://www.bourns.com/products/magnetic-products/EMC-Chokes | https://bourns.com/docs/product-datasheets/cm1309.pdf?sfvrsn=aaae22f6_3,Bourns official common-mode choke page | Bourns official EMC choke page | Bourns CM1309 datasheet PDF,官方网页抽取,2026-04-12,official web table,,,,,,,-40℃~+125℃,,,,,,,,1.2A,85mΩ,,,,,,,,Bourns CM1309 共模电感系列
Bourns,CM13091CT-872,CM1309,,,8.7,MH,+50/-35%,,Common Mode Choke | EMC Choke,Inductance: 8.7 +50 %/-35 % | MDS: CM13091CT-872 | Leakage inductance typ: 30uH | SRF typ: 0.39MHz,https://www.bourns.com/products/magnetic-products/common-mode-chokes | https://www.bourns.com/products/magnetic-products/EMC-Chokes | https://bourns.com/docs/product-datasheets/cm1309.pdf?sfvrsn=aaae22f6_3,"Impedance: 100 Ω – 40,000 Ω | Current: 0.7 A | Storage temperature: -25 °C to +85 °C | Materials: Phenolic base, enameled wire, ferrite core, epoxy glue",共模电感,THT,CM1309,13 x 16 x 9.2 mm,"13 x 16 x 9.2 mm | 8.7 +50 %/-35 % | 100 Ω – 40,000 Ω | 0.7 A | 13 x 16 x 9.2 mm | CM13091CT-872 | L=8.7mH | Tol=+50/-35% | Ir=0.7A | Leakage=30uH typ. | DCR=215mΩ max. | SRF=0.39MHz typ. | 13 x 16 x 9.2 mm | -40℃~+125℃",Active,13,16,9.2,https://www.bourns.com/products/magnetic-products/common-mode-chokes | https://www.bourns.com/products/magnetic-products/EMC-Chokes | https://bourns.com/docs/product-datasheets/cm1309.pdf?sfvrsn=aaae22f6_3,Bourns official common-mode choke page | Bourns official EMC choke page | Bourns CM1309 datasheet PDF,官方网页抽取,2026-04-12,official web table,,,,,,,-40℃~+125℃,,,,,,,,0.7A,215mΩ,,,,,,,,Bourns CM1309 共模电感系列
Bourns,CM40300CT-892,CM4030,41 x 31 x 40 mm,,,,,,Common Mode Choke,Inductance range: 2.9 - 8.9 mH | MDS: CM40300CT-892 CM40301CT-522 CM40302CT-452 CM40303CT-292,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Impedance: TBD | Current range: 10 - 25 A,共模电感,THT,41 x 31 x 40 mm,41 x 31 x 40 mm,41 x 31 x 40 mm | 2.9 - 8.9 mH | TBD | 10 - 25 A,Active,41,31,40,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,CM40301CT-522,CM4030,41 x 31 x 40 mm,,,,,,Common Mode Choke,Inductance range: 2.9 - 8.9 mH | MDS: CM40300CT-892 CM40301CT-522 CM40302CT-452 CM40303CT-292,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Impedance: TBD | Current range: 10 - 25 A,共模电感,THT,41 x 31 x 40 mm,41 x 31 x 40 mm,41 x 31 x 40 mm | 2.9 - 8.9 mH | TBD | 10 - 25 A,Active,41,31,40,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,CM40302CT-452,CM4030,41 x 31 x 40 mm,,,,,,Common Mode Choke,Inductance range: 2.9 - 8.9 mH | MDS: CM40300CT-892 CM40301CT-522 CM40302CT-452 CM40303CT-292,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Impedance: TBD | Current range: 10 - 25 A,共模电感,THT,41 x 31 x 40 mm,41 x 31 x 40 mm,41 x 31 x 40 mm | 2.9 - 8.9 mH | TBD | 10 - 25 A,Active,41,31,40,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,CM40303CT-292,CM4030,41 x 31 x 40 mm,,,,,,Common Mode Choke,Inductance range: 2.9 - 8.9 mH | MDS: CM40300CT-892 CM40301CT-522 CM40302CT-452 CM40303CT-292,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Impedance: TBD | Current range: 10 - 25 A,共模电感,THT,41 x 31 x 40 mm,41 x 31 x 40 mm,41 x 31 x 40 mm | 2.9 - 8.9 mH | TBD | 10 - 25 A,Active,41,31,40,https://www.bourns.com/products/magnetic-products/common-mode-chokes,Bourns official common-mode choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,PM3700-RC,PM3700,3700,,,,,,EMC Choke,MDS: PM3700-RC,https://www.bourns.com/products/magnetic-products/EMC-Chokes,,共模电感,THT,3700,,PM3700-RC,Active,,,,https://www.bourns.com/products/magnetic-products/EMC-Chokes,Bourns official EMC choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRF0502,SRF0502,0502,,,,,,EMC Choke,MDS: SRF0502,https://www.bourns.com/products/magnetic-products/EMC-Chokes,,共模电感,THT,0502,5 x 5 x 2.5 mm,5 x 5 x 2.5 mm | SRF0502,Active,5,5,2.5,https://www.bourns.com/products/magnetic-products/EMC-Chokes,Bourns official EMC choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRF1306,SRF1306,1306,,,,,,EMC Choke,MDS: SRF1306,https://www.bourns.com/products/magnetic-products/EMC-Chokes,,共模电感,THT,1306,12.7 x 10.5 mm,12.7 x 10.5 mm | SRF1306,Active,12.7,10.5,,https://www.bourns.com/products/magnetic-products/EMC-Chokes,Bourns official EMC choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRF1360,SRF1360,1360,,,,,,EMC Choke,MDS: TBD,https://www.bourns.com/products/magnetic-products/EMC-Chokes,,共模电感,THT,1360,12.4 x 10.2 x 5.4 mm,12.4 x 10.2 x 5.4 mm | TBD,Active,12.4,10.2,5.4,https://www.bourns.com/products/magnetic-products/EMC-Chokes,Bourns official EMC choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRF1709,SRF1709,1709,,,,,,EMC Choke,MDS: SRF1709,https://www.bourns.com/products/magnetic-products/EMC-Chokes,,共模电感,THT,1709,14.6 x 16.5 x 8.9 mm,14.6 x 16.5 x 8.9 mm | SRF1709,Active,14.6,16.5,8.9,https://www.bourns.com/products/magnetic-products/EMC-Chokes,Bourns official EMC choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRF3225TAP-102Y,SRF3225TAP,3225,,,,,,EMC Choke,MDS: SRF3225TAP-102Y SRF3225TAP-501Y,https://www.bourns.com/products/magnetic-products/EMC-Chokes,,共模电感,THT,3225,3.2 x 2.5 x 2.2 mm,3.2 x 2.5 x 2.2 mm | SRF3225TAP-102Y SRF3225TAP-501Y,Active,3.2,2.5,2.2,https://www.bourns.com/products/magnetic-products/EMC-Chokes,Bourns official EMC choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRF3225TAP-501Y,SRF3225TAP,3225,,,,,,EMC Choke,MDS: SRF3225TAP-102Y SRF3225TAP-501Y,https://www.bourns.com/products/magnetic-products/EMC-Chokes,,共模电感,THT,3225,3.2 x 2.5 x 2.2 mm,3.2 x 2.5 x 2.2 mm | SRF3225TAP-102Y SRF3225TAP-501Y,Active,3.2,2.5,2.2,https://www.bourns.com/products/magnetic-products/EMC-Chokes,Bourns official EMC choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRF3225TP,SRF3225TP,3225,,,,,,EMC Choke,MDS: SRF3225TP,https://www.bourns.com/products/magnetic-products/EMC-Chokes,,共模电感,THT,3225,3.2 x 2.5 x 2.2 mm,3.2 x 2.5 x 2.2 mm | SRF3225TP,Active,3.2,2.5,2.2,https://www.bourns.com/products/magnetic-products/EMC-Chokes,Bourns official EMC choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRF4532TA,SRF4532TA,4532,,,,,,EMC Choke,MDS: SRF4532TA,https://www.bourns.com/products/magnetic-products/EMC-Chokes,,共模电感,THT,4532,4.5 x 3.2 x 2.8 mm,4.5 x 3.2 x 2.8 mm | SRF4532TA,Active,4.5,3.2,2.8,https://www.bourns.com/products/magnetic-products/EMC-Chokes,Bourns official EMC choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRF7038A,SRF7038A,7038,,,,,,EMC Choke,MDS: SRF7038A,https://www.bourns.com/products/magnetic-products/EMC-Chokes,,共模电感,THT,7038,7 x 6 x 3.8 mm,7 x 6 x 3.8 mm | SRF7038A,Active,7,6,3.8,https://www.bourns.com/products/magnetic-products/EMC-Chokes,Bourns official EMC choke page,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
