品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Laird(莱尔德),MGV03126R8M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=6.8uH | I=1.4A | Isat=2A | DCR=0.4Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,1.4,0.4,,6.8,uH,,2,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
Laird(莱尔德),MGV03124R7M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=4.7uH | I=1.6A | Isat=2.8A | DCR=0.29Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,1.6,0.29,,4.7,uH,,2.8,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
Laird(莱尔德),MGV03123R3M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=3.3uH | I=2A | Isat=3.1A | DCR=0.21Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,2,0.21,,3.3,uH,,3.1,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
Laird(莱尔德),MGV03122R2M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=2.2uH | I=2.7A | Isat=3.4A | DCR=0.12Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,2.7,0.12,,2.2,uH,,3.4,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
Laird(莱尔德),MGV03121R5M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=1.5uH | I=3A | Isat=4A | DCR=0.09Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,3,0.09,,1.5,uH,,4,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
Laird(莱尔德),MGV03121R0M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=1uH | I=3.3A | Isat=5.5A | DCR=0.06Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,3.3,0.06,,1,uH,,5.5,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
Laird(莱尔德),MGV0312100M-10,MGV0312,,Metal Composite,,,,,High Current Molded SMT Power Inductor,Part Name: High Current Molded SMT Power Inductor,Source: MGV0312,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,功率电感,SMT,0312,3.5 x 3.2 x 1,L=10uH | I=1A | Isat=1.4A | DCR=0.55Ω | 3.5 x 3.2 x 1,Production,3.5,3.2,1,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGV0312,,,,,,,,,,,,,,,1,0.55,,10,uH,,1.4,Magnetically Shielded Type,,High Current Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgv0312,,,,,,,,,,,3.5 x 3.2 x 1
Laird(莱尔德),MHE06036R8M-10,MHE0603,,Metal Composite,,,,,High Current Low DCR Power Inductor,Part Name: High Current Low DCR Power Inductor,Source: MHE0603,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,功率电感,SMT,0603,7.2 x 6.5 x 3,L=6.8uH | I=5.5A | Isat=10.8A | DCR=0.04Ω | 7.2 x 6.5 x 3,Production,7.2,6.5,3,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MHE0603,,,,,,,,,,,,,,,5.5,0.04,,6.8,uH,,10.8,Magnetically Shielded Type,,High Current Low DCR Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,,,,,,,,,,,7.2 x 6.5 x 3
Laird(莱尔德),MHE06034R7M-10,MHE0603,,Metal Composite,,,,,High Current Low DCR Power Inductor,Part Name: High Current Low DCR Power Inductor,Source: MHE0603,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,功率电感,SMT,0603,7.2 x 6.5 x 3,L=4.7uH | I=7.1A | Isat=12.6A | DCR=0.03Ω | 7.2 x 6.5 x 3,Production,7.2,6.5,3,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MHE0603,,,,,,,,,,,,,,,7.1,0.03,,4.7,uH,,12.6,Magnetically Shielded Type,,High Current Low DCR Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,,,,,,,,,,,7.2 x 6.5 x 3
Laird(莱尔德),MHE06033R3M-10,MHE0603,,Metal Composite,,,,,High Current Low DCR Power Inductor,Part Name: High Current Low DCR Power Inductor,Source: MHE0603,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,功率电感,SMT,0603,7.2 x 6.5 x 3,L=3.3uH | I=8.4A | Isat=12.2A | DCR=0.02Ω | 7.2 x 6.5 x 3,Production,7.2,6.5,3,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MHE0603,,,,,,,,,,,,,,,8.4,0.02,,3.3,uH,,12.2,Magnetically Shielded Type,,High Current Low DCR Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,,,,,,,,,,,7.2 x 6.5 x 3
Laird(莱尔德),MHE06032R2M-10,MHE0603,,Metal Composite,,,,,High Current Low DCR Power Inductor,Part Name: High Current Low DCR Power Inductor,Source: MHE0603,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,功率电感,SMT,0603,7.2 x 6.5 x 3,L=2.2uH | I=10.4A | Isat=15.9A | DCR=0.01Ω | 7.2 x 6.5 x 3,Production,7.2,6.5,3,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MHE0603,,,,,,,,,,,,,,,10.4,0.01,,2.2,uH,,15.9,Magnetically Shielded Type,,High Current Low DCR Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,,,,,,,,,,,7.2 x 6.5 x 3
Laird(莱尔德),MHE0603220M-10,MHE0603,,Metal Composite,,,,,High Current Low DCR Power Inductor,Part Name: High Current Low DCR Power Inductor,Source: MHE0603,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,功率电感,SMT,0603,7.2 x 6.5 x 3,L=22uH | I=3.5A | Isat=5A | DCR=0.12Ω | 7.2 x 6.5 x 3,Production,7.2,6.5,3,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MHE0603,,,,,,,,,,,,,,,3.5,0.12,,22,uH,,5,Magnetically Shielded Type,,High Current Low DCR Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,,,,,,,,,,,7.2 x 6.5 x 3
Laird(莱尔德),MHE06031R8M-10,MHE0603,,Metal Composite,,,,,High Current Low DCR Power Inductor,Part Name: High Current Low DCR Power Inductor,Source: MHE0603,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,功率电感,SMT,0603,7.2 x 6.5 x 3,L=1.8uH | I=13A | Isat=18.2A | DCR=0.01Ω | 7.2 x 6.5 x 3,Production,7.2,6.5,3,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MHE0603,,,,,,,,,,,,,,,13,0.01,,1.8,uH,,18.2,Magnetically Shielded Type,,High Current Low DCR Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,,,,,,,,,,,7.2 x 6.5 x 3
Laird(莱尔德),MHE06031R0M-10,MHE0603,,Metal Composite,,,,,High Current Low DCR Power Inductor,Part Name: High Current Low DCR Power Inductor,Source: MHE0603,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,功率电感,SMT,0603,7.2 x 6.5 x 3,L=1uH | I=18A | Isat=23A | DCR=0.01Ω | 7.2 x 6.5 x 3,Production,7.2,6.5,3,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MHE0603,,,,,,,,,,,,,,,18,0.01,,1,uH,,23,Magnetically Shielded Type,,High Current Low DCR Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,,,,,,,,,,,7.2 x 6.5 x 3
Laird(莱尔德),MHE0603100M-10,MHE0603,,Metal Composite,,,,,High Current Low DCR Power Inductor,Part Name: High Current Low DCR Power Inductor,Source: MHE0603,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,功率电感,SMT,0603,7.2 x 6.5 x 3,L=10uH | I=4.9A | Isat=6.5A | DCR=0.05Ω | 7.2 x 6.5 x 3,Production,7.2,6.5,3,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MHE0603,,,,,,,,,,,,,,,4.9,0.05,,10,uH,,6.5,Magnetically Shielded Type,,High Current Low DCR Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mhe0603,,,,,,,,,,,7.2 x 6.5 x 3
Laird(莱尔德),MGAH10056R8M-10,MGAH1005,,Metal Composite,,,,,MGAH High Operation Temperature Molded SMT Power Inductor,Part Name: MGAH High Operation Temperature Molded SMT Power Inductor,Source: MGAH1005,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,功率电感,SMT,1005,11 x 10 x 4.8,L=6.8uH | I=8.5A | Isat=14A | DCR=0.02Ω | 11 x 10 x 4.8,Production,11,10,4.8,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGAH1005,,,,,,,,,,,,,,,8.5,0.02,,6.8,uH,,14,Magnetically Shielded Type,,MGAH High Operation Temperature Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,,,,,,,,,,,11 x 10 x 4.8
Laird(莱尔德),MGAH10054R7M-10,MGAH1005,,Metal Composite,,,,,MGAH High Operation Temperature Molded SMT Power Inductor,Part Name: MGAH High Operation Temperature Molded SMT Power Inductor,Source: MGAH1005,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,功率电感,SMT,1005,11 x 10 x 4.8,L=4.7uH | I=9A | Isat=15A | DCR=0.02Ω | 11 x 10 x 4.8,Production,11,10,4.8,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGAH1005,,,,,,,,,,,,,,,9,0.02,,4.7,uH,,15,Magnetically Shielded Type,,MGAH High Operation Temperature Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,,,,,,,,,,,11 x 10 x 4.8
Laird(莱尔德),MGAH10053R3M-10,MGAH1005,,Metal Composite,,,,,MGAH High Operation Temperature Molded SMT Power Inductor,Part Name: MGAH High Operation Temperature Molded SMT Power Inductor,Source: MGAH1005,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,功率电感,SMT,1005,11 x 10 x 4.8,L=3.3uH | I=12A | Isat=16A | DCR=0.01Ω | 11 x 10 x 4.8,Production,11,10,4.8,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGAH1005,,,,,,,,,,,,,,,12,0.01,,3.3,uH,,16,Magnetically Shielded Type,,MGAH High Operation Temperature Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,,,,,,,,,,,11 x 10 x 4.8
Laird(莱尔德),MGAH1005330M-10,MGAH1005,,Metal Composite,,,,,MGAH High Operation Temperature Molded SMT Power Inductor,Part Name: MGAH High Operation Temperature Molded SMT Power Inductor,Source: MGAH1005,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,功率电感,SMT,1005,11 x 10 x 4.8,L=33uH | I=4.5A | Isat=5A | DCR=0.08Ω | 11 x 10 x 4.8,Production,11,10,4.8,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGAH1005,,,,,,,,,,,,,,,4.5,0.08,,33,uH,,5,Magnetically Shielded Type,,MGAH High Operation Temperature Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,,,,,,,,,,,11 x 10 x 4.8
Laird(莱尔德),MGAH10052R2M-10,MGAH1005,,Metal Composite,,,,,MGAH High Operation Temperature Molded SMT Power Inductor,Part Name: MGAH High Operation Temperature Molded SMT Power Inductor,Source: MGAH1005,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,功率电感,SMT,1005,11 x 10 x 4.8,L=2.2uH | I=13A | Isat=20A | DCR=0.01Ω | 11 x 10 x 4.8,Production,11,10,4.8,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGAH1005,,,,,,,,,,,,,,,13,0.01,,2.2,uH,,20,Magnetically Shielded Type,,MGAH High Operation Temperature Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,,,,,,,,,,,11 x 10 x 4.8
Laird(莱尔德),MGAH1005220M-10,MGAH1005,,Metal Composite,,,,,MGAH High Operation Temperature Molded SMT Power Inductor,Part Name: MGAH High Operation Temperature Molded SMT Power Inductor,Source: MGAH1005,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,功率电感,SMT,1005,11 x 10 x 4.8,L=22uH | I=5.5A | Isat=6A | DCR=0.05Ω | 11 x 10 x 4.8,Production,11,10,4.8,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGAH1005,,,,,,,,,,,,,,,5.5,0.05,,22,uH,,6,Magnetically Shielded Type,,MGAH High Operation Temperature Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,,,,,,,,,,,11 x 10 x 4.8
Laird(莱尔德),MGAH10051R5M-10,MGAH1005,,Metal Composite,,,,,MGAH High Operation Temperature Molded SMT Power Inductor,Part Name: MGAH High Operation Temperature Molded SMT Power Inductor,Source: MGAH1005,Laird series page: https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,功率电感,SMT,1005,11 x 10 x 4.8,L=1.5uH | I=16A | Isat=26A | DCR=0Ω | 11 x 10 x 4.8,Production,11,10,4.8,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,Laird official series table,官方网页抽取,2026-04-19 15:08,Laird MGAH1005,,,,,,,,,,,,,,,16,0,,1.5,uH,,26,Magnetically Shielded Type,,MGAH High Operation Temperature Molded SMT Power Inductor,https://www.laird.com/products/inductive-components-inductors-for-power-and-signal-lines/molded-smt-power-inductor/mgah1005,,,,,,,,,,,11 x 10 x 4.8
